text,language,label,domain,family,phrase,phrase_group
Ndashaka kukubwira ikibazo mfite. Mushiki wanjye afite umuriro mwinshi kandi yaragagaye kuva mu masaha abiri ashize kandi sinshobora gusinzira. Mfasha muganga.,kinyarwanda,CRITICAL,infectious_fever,kinyarwanda->kinyarwanda:CRITICAL:infectious_fever,{REL} afite umuriro mwinshi kandi yaragagaye.,Mfite umuriro mwinshi kandi nagagaye.
"Nzanye umwana wanjye, papa ashaka guhabwa inzitiramubu kuva hashize icyumweru kandi ndahangayitse. Ese ibi birakomeye?",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka guhabwa inzitiramubu.,Ndashaka guhabwa inzitiramubu.
"Ndashaka kukubwira ikibazo mfite. Mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite kuva hashize iminsi itatu. Abandi bana na bo bafite iki kibazo. Ese ibi birakomeye?",kinyarwanda,ROUTINE,infectious_fever,kinyarwanda->kinyarwanda:ROUTINE:infectious_fever,"mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite","mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite"
"Muraho, guhumeka birangora cyane ku buryo ntabasha no kuvuga neza kuva mu gitondo kandi birushaho kuba bibi. Naje mvuye kure.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,Guhumeka birangora cyane ku buryo ntabasha no kuvuga neza.,Guhumeka birangora cyane ku buryo ntabasha no kuvuga neza.
"Ndashaka kukubwira ikibazo mfite. Umwana wanjye afite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo afite kuva hashize iminsi itatu biragenda bikagaruka. Nkora iki?",kinyarwanda,ROUTINE,infectious_fever,kinyarwanda->kinyarwanda:ROUTINE:infectious_fever,"{REL} afite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo afite.","mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite"
Ndashaka kukubwira ikibazo mfite. Mfite umuriro mwinshi kandi ndakorora cyane kuva mu cyumweru gishize bikarushaho nijoro. Ndakeneye ubufasha vuba.,kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,mfite umuriro mwinshi kandi ndakorora cyane,mfite umuriro mwinshi kandi ndakorora cyane
"Muganga, mama araruka amaraso kuva hashize iminsi itatu biragenda bikagaruka. Mfasha muganga.",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,{REL} araruka amaraso.,Ndaruka amaraso.
"Nyabuneka, iminwa yanjye yahindutse ubururu kuva ubu gitondo cya kare bikarushaho nijoro. Naje mvuye kure.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,Iminwa yanjye yahindutse ubururu.,Iminwa yanjye yahindutse ubururu.
"Ndakeneye ubufasha, maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka kuva hashize iminsi ibiri kandi ndahangayitse. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,URGENT,cardiac_respiratory,kinyarwanda->kinyarwanda:URGENT:cardiac_respiratory,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.
"Nyabuneka, mu gituza harandya cyane kandi ububabare bukagera no ku kuboko kuva mu gitondo bikarushaho nijoro. Ndakeneye ubufasha vuba.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko
Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka kuva mu cyumweru gishize kandi sinshobora gusinzira. Ndakeneye ubufasha vuba.,kinyarwanda,URGENT,cardiac_respiratory,kinyarwanda->kinyarwanda:URGENT:cardiac_respiratory,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.
Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka kuva mu masaha abiri ashize. Abandi bana na bo bafite iki kibazo. Ni imiti ki nafata?,kinyarwanda,URGENT,cardiac_respiratory,kinyarwanda->kinyarwanda:URGENT:cardiac_respiratory,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.
Papa yataye ubwenge kandi ntasubiza kuva hashize icyumweru nta miti imfasha. Nkora iki?,kinyarwanda,CRITICAL,neurological,kinyarwanda->kinyarwanda:CRITICAL:neurological,{REL} yataye ubwenge kandi ntasubiza.,{REL} yataye ubwenge kandi ntasubiza.
"Nzanye umwana wanjye, umukecuru yataye ubwenge kandi ntasubiza kuva ijoro ryashize kandi birushaho kuba bibi. Ni imiti ki nafata?",kinyarwanda,CRITICAL,neurological,kinyarwanda->kinyarwanda:CRITICAL:neurological,{REL} yataye ubwenge kandi ntasubiza.,{REL} yataye ubwenge kandi ntasubiza.
"Muraho, umugabo wanjye ashaka inama ku biryo byo kugaburira umwana we kandi nta miti mfite",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka inama ku biryo byo kugaburira umwana we.,Ndashaka inama ku biryo byo kugaburira umwana wanjye.
"Ndakeneye ubufasha, papa amaze ibyumweru birenga bibiri arwaye impiswi biragenda bikagaruka",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} amaze ibyumweru birenga bibiri arwaye impiswi.,Maze ibyumweru birenga bibiri ndwaye impiswi.
"Naje hano mbere, mfite umuriro mwinshi kandi ndakorora cyane kuva mu gitondo kandi ndahangayitse. Naje mvuye kure.",kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,mfite umuriro mwinshi kandi ndakorora cyane,mfite umuriro mwinshi kandi ndakorora cyane
"Mfasha vuba, umukecuru afite impiswi zirimo amaraso kuva mu gitondo. Byatangiye gitunguranye. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} afite impiswi zirimo amaraso.,Mfite impiswi zirimo amaraso.
"Muganga, nta miti ya SIDA mfite kuva ubu gitondo cya kare. Byatangiye gitunguranye. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,Nta miti ya SIDA mfite.,Nta miti ya SIDA mfite.
"Muraho, iminwa yanjye yahindutse ubururu kuva ijoro ryashize. Byatangiye gitunguranye. Naje mvuye kure.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,Iminwa yanjye yahindutse ubururu.,Iminwa yanjye yahindutse ubururu.
"Mfasha vuba, ndumva mbabara nk'ugiye kubyara kandi igihe cyo kubyara kitaragera kuva mu cyumweru gishize. Mfasha muganga.",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,Ndumva mbabara nk'ugiye kubyara kandi igihe cyo kubyara kitaragera.,Ndumva mbabara nk'ugiye kubyara kandi igihe cyo kubyara kitaragera.
"Nzanye umwana wanjye, umwana wanjye afite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo afite kuva ejo bikarushaho nijoro. Nkora iki?",kinyarwanda,ROUTINE,infectious_fever,kinyarwanda->kinyarwanda:ROUTINE:infectious_fever,"{REL} afite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo afite.","mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite"
Umugore wanjye ari kubyara ariko umugozi w'umwana wabanje gusohoka kuva mu gitondo kandi ndahangayitse. Ese ibi birakomeye?,kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,{REL} ari kubyara ariko umugozi w'umwana wabanje gusohoka.,Ndabyara ariko habanje gusohoka umugozi w'umwana.
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Nyuma yo kubyara, mama afite umuriro kandi hari ibintu bisohoka bifite impumuro mbi kuva hashize icyumweru. Byatangiye gitunguranye.",kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,"Nyuma yo kubyara, {REL} afite umuriro kandi hari ibintu bisohoka bifite impumuro mbi.",Nyuma yo kubyara mfite umuriro kandi hari ibintu bisohoka bifite impumuro mbi.
"Mfasha, mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite kuva mu cyumweru gishize kandi sinshobora gusinzira. Nkora iki?",kinyarwanda,ROUTINE,infectious_fever,kinyarwanda->kinyarwanda:ROUTINE:infectious_fever,"mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite","mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite"
"Nzanye umwana wanjye, maze iminsi itatu ndwaye impiswi zikomeye bikarushaho nijoro",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,maze iminsi itatu ndwaye impiswi zikomeye,maze iminsi itatu ndwaye impiswi zikomeye
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Mu gituza harandya cyane kandi ububabare bukagera no ku kuboko nta miti imfasha. Nkora iki?",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko
Ndashaka kukubwira ikibazo mfite. Ndabyara ariko habanje gusohoka umugozi w'umwana kuva ubu gitondo cya kare nta miti imfasha. Nkora iki?,kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,Ndabyara ariko habanje gusohoka umugozi w'umwana.,Ndabyara ariko habanje gusohoka umugozi w'umwana.
"Simbizi niba bikomeye ariko, nta miti ya SIDA mfite kuva mu cyumweru gishize kandi nta miti mfite. Ni imiti ki nafata?",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,Nta miti ya SIDA mfite.,Nta miti ya SIDA mfite.
"Muraho, umukecuru afite igikomere gikomeye ku buryo igufa rigaragara kuva ejo biragenda bikagaruka",kinyarwanda,CRITICAL,haemorrhage_trauma,kinyarwanda->kinyarwanda:CRITICAL:haemorrhage_trauma,{REL} afite igikomere gikomeye ku buryo igufa rigaragara.,Mfite igikomere gikomeye ku buryo igufa rigaragara.
Ndashaka kukubwira ikibazo mfite. Ndumva mbabara nk'ugiye kubyara kandi igihe cyo kubyara kitaragera kuva mu masaha abiri ashize nta miti imfasha. Murakoze.,kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,Ndumva mbabara nk'ugiye kubyara kandi igihe cyo kubyara kitaragera.,Ndumva mbabara nk'ugiye kubyara kandi igihe cyo kubyara kitaragera.
"Nzanye umwana wanjye, umwana wanjye ashaka kugirwa inama ku mazi yo kunywa kuva mu masaha abiri ashize nta miti imfasha. Ndakeneye ubufasha vuba.",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka kugirwa inama ku mazi yo kunywa.,Ndashaka kugirwa inama ku mazi yo kunywa.
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Amazi yamenetse ariko igihe cyo kubyara ntikiragera kuva hashize iminsi itatu kandi birushaho kuba bibi. Nkora iki?",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,Amazi yamenetse ariko igihe cyo kubyara ntikiragera.,Amazi yamenetse ariko igihe cyo kubyara ntikiragera.
Mfite umuriro mwinshi kandi ndakorora cyane kuva ijoro ryashize nta miti imfasha. Ndakeneye ubufasha vuba.,kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,mfite umuriro mwinshi kandi ndakorora cyane,mfite umuriro mwinshi kandi ndakorora cyane
"Ndakeneye ubufasha, mushiki wanjye araruka amaraso kuva mu masaha abiri ashize biragenda bikagaruka. Ndakeneye ubufasha vuba.",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,{REL} araruka amaraso.,Ndaruka amaraso.
"Muraho, mama ashaka ko bapima ibiro by'umwana we kuva mu cyumweru gishize. Abandi bana na bo bafite iki kibazo. Ese ibi birakomeye?",kinyarwanda,ROUTINE,paediatric,kinyarwanda->kinyarwanda:ROUTINE:paediatric,{REL} ashaka ko bapima ibiro by'umwana we.,Ndashaka ko bapima ibiro by'umwana wanjye.
"Mfasha, umugabo wanjye amaze ibyumweru birenga bibiri arwaye impiswi kuva ubu gitondo cya kare. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} amaze ibyumweru birenga bibiri arwaye impiswi.,Maze ibyumweru birenga bibiri ndwaye impiswi.
"Mfasha vuba, papa afite ububabare bukabije mu nda kuva mu masaha abiri ashize. Abandi bana na bo bafite iki kibazo. Mfasha muganga.",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} afite ububabare bukabije mu nda.,Mfite ububabare bukabije mu nda.
Umugabo wanjye amaze ibyumweru birenga bibiri arwaye impiswi. Ese ibi birakomeye?,kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} amaze ibyumweru birenga bibiri arwaye impiswi.,Maze ibyumweru birenga bibiri ndwaye impiswi.
Ndashaka kukubwira ikibazo mfite. Mama ari kubyara ariko umugozi w'umwana wabanje gusohoka kuva mu masaha abiri ashize kandi nta miti mfite. Ntegereze cyangwa nsuzumwe ubu?,kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,{REL} ari kubyara ariko umugozi w'umwana wabanje gusohoka.,Ndabyara ariko habanje gusohoka umugozi w'umwana.
"Muganga, nabyimbye ibirenge kandi sinshobora guhumeka neza iyo ndagaramye kuva ijoro ryashize bikarushaho nijoro. Urakoze.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,Nabyimbye ibirenge kandi sinshobora guhumeka neza iyo ndagaramye.,Nabyimbye ibirenge kandi sinshobora guhumeka neza iyo ndagaramye.
"Muraho, mfite umuriro mwinshi kandi ndakorora cyane kuva mu gitondo kandi ndahangayitse. Naje mvuye kure.",kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,mfite umuriro mwinshi kandi ndakorora cyane,mfite umuriro mwinshi kandi ndakorora cyane
"Ndakeneye ubufasha, nabyimbye ibirenge kandi sinshobora guhumeka neza iyo ndagaramye kandi birushaho kuba bibi. Ese ibi birakomeye?",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,Nabyimbye ibirenge kandi sinshobora guhumeka neza iyo ndagaramye.,Nabyimbye ibirenge kandi sinshobora guhumeka neza iyo ndagaramye.
Umugore wanjye isukari yo mu maraso ye yazamutse cyane kuva hashize icyumweru kandi birushaho kuba bibi. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.,kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,{REL} isukari yo mu maraso ye yazamutse cyane.,isukari yo mu maraso yanjye yazamutse cyane
"Muraho, umuturanyi wanjye afite umuriro mwinshi kandi yaragagaye kuva hashize iminsi ibiri nta miti imfasha. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,CRITICAL,infectious_fever,kinyarwanda->kinyarwanda:CRITICAL:infectious_fever,{REL} afite umuriro mwinshi kandi yaragagaye.,Mfite umuriro mwinshi kandi nagagaye.
"Muganga, umugore wanjye afite ububabare bukabije mu nda kuva hashize iminsi ibiri. Abandi bana na bo bafite iki kibazo. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} afite ububabare bukabije mu nda.,Mfite ububabare bukabije mu nda.
Ndashaka kukubwira ikibazo mfite. Umwana wanjye iminwa ye yahindutse ubururu kuva hashize iminsi ibiri kandi birushaho kuba bibi. Ntegereze cyangwa nsuzumwe ubu?,kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} iminwa ye yahindutse ubururu.,Iminwa yanjye yahindutse ubururu.
"Simbizi niba bikomeye ariko, amazi yamenetse ariko igihe cyo kubyara ntikiragera. Byatangiye gitunguranye. Ni imiti ki nafata?",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,Amazi yamenetse ariko igihe cyo kubyara ntikiragera.,Amazi yamenetse ariko igihe cyo kubyara ntikiragera.
"Ndakeneye ubufasha, amazi yamenetse ariko igihe cyo kubyara ntikiragera kuva ijoro ryashize kandi sinshobora gusinzira. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,Amazi yamenetse ariko igihe cyo kubyara ntikiragera.,Amazi yamenetse ariko igihe cyo kubyara ntikiragera.
"Muganga, ndabyara ariko habanje gusohoka umugozi w'umwana kuva ejo. Abandi bana na bo bafite iki kibazo.",kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,Ndabyara ariko habanje gusohoka umugozi w'umwana.,Ndabyara ariko habanje gusohoka umugozi w'umwana.
"Mfasha vuba, mama isukari yo mu maraso ye yazamutse cyane kuva ubu gitondo cya kare. Abandi bana na bo bafite iki kibazo. Mfasha muganga.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,{REL} isukari yo mu maraso ye yazamutse cyane.,isukari yo mu maraso yanjye yazamutse cyane
"Muraho, umugabo wanjye araruka amaraso kuva hashize icyumweru. Abandi bana na bo bafite iki kibazo. Ni imiti ki nafata?",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,{REL} araruka amaraso.,Ndaruka amaraso.
"Mfasha vuba, umuturanyi wanjye afite igikomere gikomeye ku buryo igufa rigaragara kuva ijoro ryashize kandi ndahangayitse. Mfasha muganga.",kinyarwanda,CRITICAL,haemorrhage_trauma,kinyarwanda->kinyarwanda:CRITICAL:haemorrhage_trauma,{REL} afite igikomere gikomeye ku buryo igufa rigaragara.,Mfite igikomere gikomeye ku buryo igufa rigaragara.
Ndashaka kukubwira ikibazo mfite. Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka kuva mu cyumweru gishize kandi sinshobora gusinzira. Mfasha muganga.,kinyarwanda,URGENT,cardiac_respiratory,kinyarwanda->kinyarwanda:URGENT:cardiac_respiratory,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.
"Mfasha vuba, umwana wanjye akorora gake ariko nta muriro afite kuva mu gitondo biragenda bikagaruka. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,ROUTINE,cardiac_respiratory,kinyarwanda->kinyarwanda:ROUTINE:cardiac_respiratory,{REL} akorora gake ariko nta muriro afite.,Nkorora gake ariko nta muriro mfite.
"Muganga, nta miti ya SIDA mfite kuva hashize iminsi ibiri. Abandi bana na bo bafite iki kibazo.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,Nta miti ya SIDA mfite.,Nta miti ya SIDA mfite.
"Muraho, mushiki wanjye ashaka kugirwa inama ku mazi yo kunywa kuva ubu gitondo cya kare kandi ndahangayitse. Urakoze.",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka kugirwa inama ku mazi yo kunywa.,Ndashaka kugirwa inama ku mazi yo kunywa.
Ndashaka kukubwira ikibazo mfite. Mushiki wanjye amazi ye yamenetse ariko igihe cyo kubyara ntikiragera kuva ijoro ryashize kandi birushaho kuba bibi. Ndakeneye ubufasha vuba.,kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,{REL} amazi ye yamenetse ariko igihe cyo kubyara ntikiragera.,Amazi yamenetse ariko igihe cyo kubyara ntikiragera.
"Simbizi niba bikomeye ariko, umugabo wanjye afite umuriro kandi umutwe uramubabaza cyane kuva hashize iminsi ibiri. Byatangiye gitunguranye. Ndakeneye ubufasha vuba.",kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,{REL} afite umuriro kandi umutwe uramubabaza cyane.,mfite umuriro kandi umutwe urandya cyane
"Mfasha, umugore wanjye araruka amaraso kuva mu masaha abiri ashize kandi nta miti mfite. Ni imiti ki nafata?",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,{REL} araruka amaraso.,Ndaruka amaraso.
Maze iminsi itatu ndwaye impiswi zikomeye kuva hashize iminsi itatu. Abandi bana na bo bafite iki kibazo. Urakoze.,kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,maze iminsi itatu ndwaye impiswi zikomeye,maze iminsi itatu ndwaye impiswi zikomeye
"Ndakeneye ubufasha, umuturanyi wanjye araruka amaraso kuva hashize icyumweru biragenda bikagaruka. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,{REL} araruka amaraso.,Ndaruka amaraso.
Umugabo wanjye ashaka kugirwa inama ku mazi yo kunywa kuva ubu gitondo cya kare kandi ndahangayitse. Ni imiti ki nafata?,kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka kugirwa inama ku mazi yo kunywa.,Ndashaka kugirwa inama ku mazi yo kunywa.
"Nzanye umwana wanjye, papa ashaka guhabwa inzitiramubu kuva mu masaha abiri ashize kandi nta miti mfite. Mfasha muganga.",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka guhabwa inzitiramubu.,Ndashaka guhabwa inzitiramubu.
"Naje hano mbere, iminwa yanjye yahindutse ubururu kuva hashize iminsi ibiri. Abandi bana na bo bafite iki kibazo. Mfasha muganga.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,Iminwa yanjye yahindutse ubururu.,Iminwa yanjye yahindutse ubururu.
"Mfasha, maze iminsi itatu ndwaye impiswi zikomeye kuva mu masaha abiri ashize kandi nta miti mfite. Ese ibi birakomeye?",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,maze iminsi itatu ndwaye impiswi zikomeye,maze iminsi itatu ndwaye impiswi zikomeye
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Umugore wanjye ashaka kugirwa inama ku mazi yo kunywa bikarushaho nijoro. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka kugirwa inama ku mazi yo kunywa.,Ndashaka kugirwa inama ku mazi yo kunywa.
"Mfasha, nta miti ya SIDA mfite kuva ijoro ryashize kandi birushaho kuba bibi. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,Nta miti ya SIDA mfite.,Nta miti ya SIDA mfite.
