item_id,text,language,gold_label,scenario_id,split
kw-000274,Avuga ko ashaka kumenya uko ubuzima bwe buhagaze mbere yo gushaka.,kinyarwanda,ROUTINE,s4c19c3017244,train
kw-000275,Afite ububabare ku rutugu bwatangiye nyuma yo gusiga irangi ku gisenge.,kinyarwanda,ROUTINE,s191eadecefac,train
kw-000276,Uruhinja ntirwigeze rutaka cyane kuva ruvuka kandi rwonsa cyangwa rurya buhoro.,kinyarwanda,URGENT,sabbbf08cf5b9,train
kw-000277,Avuga ko kuryaryatwa bikabije hagati y'intoki.,kinyarwanda,ROUTINE,s27463d747a37,train
kw-000279,Yaje kuko umukozi w'ubuzima wo mu muryango yapimye ukuboko k'umwana.,kinyarwanda,URGENT,sb5c9a80227af,train
kw-000280,Avuga ko afite amaraso mu nkari ariko nta bubabare afite.,kinyarwanda,ROUTINE,s5dae657e18ec,train
kw-000283,Avuga ko ibirenge hafi y'amaguru byabyimba nimugoroba bikagabanuka mu gitondo.,kinyarwanda,ROUTINE,se04547425ea9,train
kw-000284,Yaje kubaza uburyo bwo kuboneza urubyaro budahagarika imihango.,kinyarwanda,ROUTINE,s8f437ce60f0c,train
kw-000287,Umugore avuga ko kuva abyutse atakumva uruhande rumwe rw'umubiri we.,kinyarwanda,CRITICAL,sa12dc696e6bb,train
kw-000291,Avuga ko yabwiwe ko afite umuvuduko w'amaraso ukabije ariko akaba nta kintu yumva.,kinyarwanda,ROUTINE,s7fe7cda8ae41,train
kw-000292,Yaje gufata urupapuro rwo koherezwa ku bitaro by'akarere.,kinyarwanda,ROUTINE,sb9b4516aca78,train
kw-000295,Avuga ko akora nijoro kandi akaba adashobora gusinzira ku manywa.,kinyarwanda,ROUTINE,s2a4a95864264,train
kw-000297,Umugore avuga ko umugabo we amubuza gukoresha uburyo bwo kuboneza urubyaro.,kinyarwanda,ROUTINE,s7302702b9669,train
kw-000298,Avuga ko igisebe cy'ubushye yagize mu cyumweru gishize ubu gisohora amazi kandi kinuka.,kinyarwanda,URGENT,s0498318bb381,train
kw-000299,Umugabo avuga ko umugongo wamunaniye ubwo yazamuraga ikintu kandi ubu akaba adashobora guhagarara yemye.,kinyarwanda,ROUTINE,s2b501a68f853,train
kw-000301,Avuga ko umwana amaze igihe asohora inzoka mu musarani.,kinyarwanda,ROUTINE,s4ce8343b4572,train
kw-000302,Afite kubyimba mu ihina kuza iyo akoroye.,kinyarwanda,ROUTINE,s76c1029596f3,train
kw-000303,Umugore avuga ko amaze kuva amaraso menshi kuva yakorerwa igikorwa cyo kwa muganga ahandi.,kinyarwanda,CRITICAL,s7750c0a9ae49,train
kw-000304,Avuga ko ububabare mu gutwi bwatangiye nyuma yo gukubitwa urushyi.,kinyarwanda,URGENT,s149a415ee16c,train
kw-000307,Avuga ko imiti yamushizeho kuko ivuriro ritari rifite imiti ukwezi gushize.,kinyarwanda,ROUTINE,s9be67eec5016,train
kw-000309,Umugore avuga ko atwite amezi icyenda kandi uyu munsi akaba atarumva umwana agenda.,kinyarwanda,URGENT,s0b6edcd3eeb9,train
kw-000310,Avuga ko yikase ku isahani y'icyuma cyafashwe n'ingese.,kinyarwanda,URGENT,s6a93311e1afd,train
kw-000312,Avuga ko yatewe urushinge n'umuturanyi kandi aho yarutereye hakaba hakomeye.,kinyarwanda,URGENT,se31357351602,train
kw-000314,Yaje kubaza niba umuriro w'umwana nyuma yo gukingirwa ari ibisanzwe.,kinyarwanda,ROUTINE,sdcf0755eafbf,train
kw-000315,Avuga ko umuhogo umaze ibyumweru bitatu ubabara kandi ijwi rikaba ryarahindutse.,kinyarwanda,ROUTINE,s40924589edb1,train
kw-000317,Avuga ko umwana yaguye ku buriri maze nyuma akaruka inshuro ebyiri.,kinyarwanda,URGENT,sc8829f35847e,train
kw-000318,Umugore avuga ko ababara iyo yihagarika kandi atwite.,kinyarwanda,URGENT,s444a640bfec5,train
kw-000319,Avuga ko yatewe n'inzuki z'intubamubiri ahantu henshi ubwo zari mu gisenge.,kinyarwanda,URGENT,sa0f0a65763d2,train
kw-000320,Umusaza avuga ko atumva ku gutwi kumwe kuva yumvise urusaku rukomeye.,kinyarwanda,ROUTINE,s90555ce68aac,train
kw-000321,Umwana amaze kunywa amazi menshi kandi akihagarika kenshi.,kinyarwanda,URGENT,s7325eb5ee8f7,train
kw-000325,Umugore avuga ko uruhinja rwavutse ikirenge kimwe kireba imbere.,kinyarwanda,ROUTINE,s1228fdc96283,train
kw-000326,Avuga ko amaze kugira inzozi mbi kuva yagira impanuka.,kinyarwanda,ROUTINE,s69c957f8a0bc,train
kw-000327,Afite ijisho rihora ririmo amarira kandi umupfundikizo waryo uhindukiye imbere.,kinyarwanda,ROUTINE,sac2ff5090d0e,train
kw-000328,Umwana arakorora nijoro nk'imbwa ariko mu gitondo akaba ameze neza.,kinyarwanda,ROUTINE,s228208a92b42,train
kw-000329,Avuga ko kubyimba byatangiriye mu maso bikaza kugera ku maguru.,kinyarwanda,URGENT,se79968271604,train
kw-000330,Umugabo avuga ko yarumwe n'imbwa atazi maze igahunga.,kinyarwanda,URGENT,s4ffe744561f8,train
kw-000331,Avuga ko kuva yakorerwa iyo operation atabasha kurya.,kinyarwanda,URGENT,s503b5a13986a,train
kw-000334,Umugore avuga ko yabyariye mu rugo kandi urusoro rutarasohoka.,kinyarwanda,CRITICAL,s8777b20347eb,train
kw-000335,Avuga ko ishinya ivamo amaraso iyo yoza amenyo.,kinyarwanda,ROUTINE,sf654eec63d4b,train
kw-000336,Umwana amaze kwikuba mu maso kandi amaso ye aratukura kandi agafatirana.,kinyarwanda,ROUTINE,s70ec256857a4,train
kw-000339,Avuga ko ukuguru kwe kwagabanutse kuva arwaye akiri umwana.,kinyarwanda,ROUTINE,sa0145f859b90,train
kw-000340,"Umugore wazanywe n'umukobwa we, amaze guhagarika kurya no kunywa.",kinyarwanda,URGENT,s3b655206fd13,train
kw-000341,Avuga ko ububabare buza bukagenda kandi ko adashobora gutuza hamwe.,kinyarwanda,URGENT,sc345092f9bf9,train
kw-000343,Avuga ko amaze iminsi itatu yumva ashyushye rimwe ubundi akumva akonje.,kinyarwanda,URGENT,s1c5efe4071fb,train
kw-000344,Umugabo avuga ko ishami ry'igiti ryamukubise mu jisho ubwo yatemaga ibiti.,kinyarwanda,URGENT,s53363140c17a,train
kw-000346,Avuga ko igikomere cyavuwe hakoreshejwe imiti gakondo ariko ubu kikaba cyarushijeho kuba kibi.,kinyarwanda,URGENT,sbdc135170558,train
kw-000350,Umugabo avuga ko ububabare bwo mu kirenge bwatangiriye nijoro kandi bukaba bukabije cyane.,kinyarwanda,URGENT,sa9a3e43c1763,train
kw-000351,Avuga ko umwana amaze iminsi asohora amaraso mu mwanda.,kinyarwanda,URGENT,sd96cc88f6d11,train
kw-000352,Umugore avuga ko yafashwe ku ngufu kandi akaba adashaka ko hagira ubibwira undi.,kinyarwanda,URGENT,s10e4af76e9c7,train
kw-000353,Avuga ko aho yatewe urushinge hashize ukwezi hakiri hakomeye kandi hababara.,kinyarwanda,ROUTINE,see4fc3461a05,train
kw-000355,Avuga ko guhumeka byamugoye nyuma yo kurya ubunyobwa.,kinyarwanda,CRITICAL,s0108f56beeb1,train
kw-000356,Umwana arataka kandi rimwe na rimwe akikururira amaguru ku nda.,kinyarwanda,URGENT,s4cb7a7bed8c1,train
kw-000357,Avuga ko imiti ari iyo kuvura diyabete ariko akayisangiza umugore we.,kinyarwanda,ROUTINE,s760ac8bad507,train
kw-000358,Afite igikomere ku mutwe cyahagaritse kuva amaraso ariko kigakomeza gufunguka.,kinyarwanda,URGENT,s2e84d1139a5f,train
kw-000359,Umugore avuga ko yumva ububabare bwo gushya iyo uruhinja rutangiye konka.,kinyarwanda,ROUTINE,s23c630759f4c,train
kw-000360,Avuga ko yagiranye imirwano n'umuntu kandi ubu akaba atabona n'ijisho rimwe.,kinyarwanda,CRITICAL,s4e166353dc3c,train
kw-000361,Yaje kubaza impamvu umuti w'inkorora utamufashije.,kinyarwanda,ROUTINE,sfcff451b5923,train
kw-000362,Avuga ko umwana agenda ahagaze ku ntoki z'ibirenge kuva yatangira kugenda.,kinyarwanda,ROUTINE,s60fab8c9d377,train
kw-000363,Umugabo avuga ko igituza cye cyafashwe hagati y'imodoka n'urukuta.,kinyarwanda,CRITICAL,sf4a676a4b536,train
kw-000364,Avuga ko kuryaryatwa byatangiye nyuma yo kuryama ahantu hashya.,kinyarwanda,ROUTINE,se0cc11ea6200,train
kw-000365,Umugore avuga ko amaze gukuramo inda inshuro eshatu kandi ashaka kumenya impamvu.,kinyarwanda,ROUTINE,sf700e40e49e7,train
kw-000366,Avuga ko ababara iyo afungura umunwa kugira ngo arye.,kinyarwanda,ROUTINE,s8610fe614f32,train
kw-000367,Umwana abyimba mu maso mu gitondo ariko bikagabanuka nyuma ya saa sita.,kinyarwanda,URGENT,s6fe87e8494b6,train
kw-000369,Afite ubushye bwatewe n'amavuta abira ku gice cy'ukuboko kugera ku nkokora.,kinyarwanda,URGENT,sf2bfd781850e,train
kw-000370,Avuga ko umusaza amaze igihe avuga n'abantu batari aho.,kinyarwanda,URGENT,s4c01f3bb99f2,train
kw-000371,Yaje kureba ibisubizo by'isuzuma ry'amacandwe y'umwana.,kinyarwanda,ROUTINE,s8ef9f6f3b6a5,train
kw-000374,Avuga ko umwana amaze iminsi afata umwanda kubera ubwoba.,kinyarwanda,ROUTINE,s91341d48feef,train
kw-000377,Afite kubyimba ku rwasaya byatangiriye ku kubabara amenyo.,kinyarwanda,URGENT,se3845e071ad8,train
kw-000378,Avuga ko kuva yakomereka atagishobora gukora kandi akaba nta mafaranga afite.,kinyarwanda,ROUTINE,s4e67d27f71f2,train
kw-000382,Avuga ko ukuboko kwe kwagabanyutse imbaraga kuva abyutse.,kinyarwanda,CRITICAL,s3bf2dd50651d,train
kw-000384,Avuga ko ububabare buri hose kandi bumaze imyaka.,kinyarwanda,ROUTINE,sb710470a4342,train
kw-000385,Umugabo avuga ko yamize igufa ry'ifi kandi rikaba ryamugumyemo.,kinyarwanda,URGENT,sf5cdcfd2fd3b,train
kw-000386,Avuga ko umwana agira umuriro buri minsi ibiri.,kinyarwanda,URGENT,s8321accee9f3,train
kw-000387,Yabwiwe ko akeneye kubagwa kandi afite ubwoba.,kinyarwanda,ROUTINE,sf5ac8df2a12f,train
kw-000390,Avuga ko kubabara no gushya mu gihe cyo kwihagarika byagarutse ku nshuro ya gatatu.,kinyarwanda,ROUTINE,se637b696d819,train
kw-000394,Avuga ko umwana yari ameze neza kugeza aguye ku giti cy'umwembe ejo.,kinyarwanda,URGENT,s0ef3fb55eed4,train
kw-000395,Afite ububabare mu itako bwatangiye nta gikomere kandi bukomeje kwiyongera.,kinyarwanda,ROUTINE,s27966f0174c1,train
kw-000397,Umugabo avuga ko igikomere cyo ku kuguru kirimo inyo.,kinyarwanda,URGENT,s5500ccdce47b,train
kw-000398,Avuga ko umutwe w'umwana usa n'aho urimo gukura vuba kurusha mbere.,kinyarwanda,URGENT,s5261d619663f,train
kw-000400,Avuga ko amaze ukwezi asohora umwanda urimo ibimwira.,kinyarwanda,ROUTINE,s5cebfa4dc405,train
kw-000402,Avuga ko ububabare bwamukanguye mu gihe yari asinziriye maze araruka.,kinyarwanda,URGENT,s78e47aca5a1d,train
kw-000404,Avuga ko atibuka ibyabaye nyuma y'impanuka.,kinyarwanda,URGENT,s1a38c18ab74f,train
kw-000406,Avuga ko uruhinja rwari rumeze neza kugeza igihe umugozi w'inda waciwe urwembe.,kinyarwanda,URGENT,se873e4004eac,train
kw-000407,Umugore avuga ko ababara mu ibere kandi afite umuriro.,kinyarwanda,URGENT,s226d203e8083,train
kw-000408,Avuga ko ukuguru kwe kwavunitse umwaka ushize ariko ko gukomeza kumubabaza.,kinyarwanda,ROUTINE,sf5f3f20a7a92,train
kw-000413,Avuga ko ibisebe byo ku ruhu byazanye n'umuriro kandi bikaba biri gukwira.,kinyarwanda,URGENT,s30adb18f0b9d,train
kw-000414,Umugore avuga ko umuryango ushaka ko abyara mu rugo.,kinyarwanda,ROUTINE,sccf31c8aa743,train
kw-000416,Yaje kubaza niba amenyo y'umwana yaratinze kumera.,kinyarwanda,ROUTINE,s2b23c39040a5,train
kw-000417,Avuga ko inda imurya gusa iyo atariye.,kinyarwanda,ROUTINE,s5af94c402c58,train
kw-000418,Amaze amezi akorora kandi yabwiwe ko ari allergie.,kinyarwanda,ROUTINE,s404de92a16ce,train
kw-000420,Umugabo avuga ko afite ibisebe by'inda cyangwa hernia itakijya imbere.,kinyarwanda,URGENT,s5861fdfdda20,train
kw-000422,Yaje kubaza icyo yakora ku kimenyetso cyo ku ruhu cyahinduye ibara.,kinyarwanda,ROUTINE,s5c6eb10563f4,train
kw-000423,Avuga ko kuva ku nshuro iheruka umwana atigeze yiyongera ibiro.,kinyarwanda,ROUTINE,s12704a980c51,train
kw-000424,Afite ububabare no kubyimba mu ngingo nyinshi ku mpande zombi z'umubiri.,kinyarwanda,ROUTINE,se2b997f4e5ec,train
kw-000425,Avuga ko yaguye ku igare akajugunywa hasi agwa ku rutugu.,kinyarwanda,URGENT,s2f4cd77de479,train
kw-000426,Umugore avuga ko ava amaraso nyuma y'imibonano mpuzabitsina.,kinyarwanda,ROUTINE,s30ff0aa2b4a1,train
kw-000427,Avuga ko ijisho rimubabaza kandi urumuri rukamubangamira.,kinyarwanda,URGENT,s2e6eef927f72,train
kw-000429,Avuga ko arara abira ibyuya kugeza ishati ye itose.,kinyarwanda,ROUTINE,s13913ecd5018,train
kw-000435,Avuga ko igikomere cyo ku gikorwa cyo kubagwa cyafungutse.,kinyarwanda,URGENT,s8392244ebdf4,train
kw-000437,Avuga ko adashobora kurambura urutoki nyuma yo gufata umupira.,kinyarwanda,ROUTINE,s22d1443f245e,train
kw-000438,Yaje kubaza niba ashobora gutanga amaraso.,kinyarwanda,ROUTINE,s78f2f28963a2,train
kw-000439,Avuga ko umwana amaze icyumweru afite umuriro kandi nta mpamvu iraboneka.,kinyarwanda,URGENT,s75e3fe6d57e7,train
kw-000441,Avuga ko yarumwe n'ikinyamukuru cyo mu gisenge.,kinyarwanda,URGENT,sa6fe6660b606,train
kw-000446,Yaje kuko ahora yibagirwa ibintu kandi akaba afite impungenge.,kinyarwanda,ROUTINE,s1c849065cc12,train
kw-000447,Avuga ko ukuboko k'umwana kwakubiswe cyangwa kwakwegerewe kandi ubu atagikoresha.,kinyarwanda,URGENT,s98f2377c4836,train
kw-000449,Avuga ko adashobora kwicara kubera ububabare bwo ku kibuno.,kinyarwanda,URGENT,sa826d78dc9cd,train
kw-000452,Umwana amaze kuva ejo yanga gufungura umunwa.,kinyarwanda,URGENT,sc986b0c6bf00,train
kw-000453,Avuga ko amaze gufata imiti ahabwa n'inshuti ye ifite ibimenyetso nk'ibye.,kinyarwanda,ROUTINE,s6816b5c8b527,train
kw-000454,Yaje kubaza niba kubyimba nyuma yo guterwa urushinge ari ibisanzwe.,kinyarwanda,ROUTINE,s213bc4531857,train
kw-000455,Avuga ko ububabare bwatangiriye mu mugongo kandi ubu akaba adashobora kwihagarika.,kinyarwanda,URGENT,s25e182b8f406,train
kw-000456,Amaze kuruka kuva yakomereka ku mutwe hashize iminsi itatu.,kinyarwanda,URGENT,s80e878ea5984,train
kw-000457,Avuga ko umwana abira ibyuya iyo arimo konka cyangwa kurya maze akareka akaruhuka.,kinyarwanda,URGENT,sa46e21cb6fd3,train
kw-000458,Umugore avuga ko amaguru ye yabyimbye mu cyumweru cya nyuma cyo gutwita.,kinyarwanda,URGENT,sc2218148219f,train
kw-000459,Avuga ko afite ikibyimba kirimo amashyira inyuma y'ijosi kandi kirimo gukwira.,kinyarwanda,URGENT,sa73367e3db41,train
kw-000461,Avuga ko umwana yishimagura ku kibuno nijoro.,kinyarwanda,ROUTINE,s30842062978d,train
kw-000462,Afite iryinyo ryamenetse ku buryo umutsi warwo ugaragara.,kinyarwanda,ROUTINE,sebf34837f6f8,train
kw-000463,Avuga ko yaguye igihumure ubwo yari asibye kurya.,kinyarwanda,ROUTINE,sc86e85043abd,train
kw-000464,Umugabo avuga ko agace k'icyuma kamwinjiye mu jisho ubwo yasudaga.,kinyarwanda,URGENT,s0e88a671058f,train
kw-000465,Avuga ko umwana amaze gukorora kandi umuriro ukaba utagabanuka.,kinyarwanda,URGENT,sfe258be0ef54,train
kw-000467,Avuga ko igikomere kinuka kandi afite umuriro.,kinyarwanda,URGENT,sbd50816182db,train
kw-000468,Yaje kubaza ibijyanye n'imirire y'umwana urya bike.,kinyarwanda,ROUTINE,s8554a8c00583,train
kw-000469,Avuga ko amaboko ye atitira kandi akaba adashobora gufata igikombe.,kinyarwanda,ROUTINE,s2926f303ae77,train
kw-000470,Umwana afite ikibyimba mu nda nyina yumvise ubwo yamwogeshaga.,kinyarwanda,URGENT,s056cdcd479b8,train
kw-000471,Avuga ko yakandagiyewe n'urukuta rwaguye mu gihe cy'imvura.,kinyarwanda,CRITICAL,s7f5c64ff508a,train
kw-000472,Umugore avuga ko kuva aguye umwana atakigenda cyane nk'uko bisanzwe.,kinyarwanda,CRITICAL,sdcc3d71132c9,train
kw-000473,Avuga ko ububabare bwo mu kanwa bumubuza kurya kandi akaba ari kugabanuka ibiro.,kinyarwanda,ROUTINE,seb0e09b060e3,train
kw-000474,Yaje kuko umwana yoherejwe mu rugo avuye ku ishuri kubera ibisebe ku ruhu.,kinyarwanda,ROUTINE,s3581542ccbff,train
kw-000475,Avuga ko igikomere cyo ku kuguru cyatewe n'ubushye yagize akiri umwana.,kinyarwanda,ROUTINE,se0fc2527b256,train
kw-000476,Agira ububabare mu gituza no mu kuboko iyo agenda ajya ku isoko.,kinyarwanda,URGENT,s2bff0cb16132,train
kw-000477,Avuga ko umwana yaguye maze akomeretsa umunwa akoresheje amenyo.,kinyarwanda,URGENT,sdb64ecf43468,train
kw-000479,Avuga ko afite igikomere ku gitsina cy'umugabo kandi afite isoni.,kinyarwanda,ROUTINE,s5a77ed583bfa,train
kw-000480,Yaje kubaza niba uwo muti ashobora kuwufatana n'indi miti.,kinyarwanda,ROUTINE,s1f78a067c534,train
kw-000481,Avuga ko umwana akorora kandi umuryango umaze kumuvura umwuka w'amazi ashyushye.,kinyarwanda,ROUTINE,s3100e4813ea0,train
kw-000482,"Kuva yagira ikibazo cy'ubwonko umwaka ushize, ntashobora kugenda atabifashijwemo.",kinyarwanda,ROUTINE,sffa0673d7cc5,train
kw-000483,Avuga ko yumva ububabare bukomeye mu nda nk'aho hari ikintu kiyitanyagura kandi atwite.,kinyarwanda,CRITICAL,s68749652b1bf,train
kw-000484,Umugabo avuga ko yakubiswe n'umufuka wa kawa waguye mu bubiko.,kinyarwanda,URGENT,s22104e034103,train
kw-000487,Avuga ko akorora cyane kugeza ubwo yihagarika atabishaka.,kinyarwanda,ROUTINE,s3afab326afc8,train
kw-000488,Umugore avuga ko kuva yabyara umwaka ushize atongeye kugira imihango.,kinyarwanda,ROUTINE,s5e06bed32260,train
kw-000489,Avuga ko ubushye buri ku gituza kandi uruhu rwaho rwaravaho.,kinyarwanda,URGENT,scb17df801f4a,train
kw-000490,Afite ububabare inyuma y'ijisho hamwe n'umutwe ubabara ku ruhande rumwe.,kinyarwanda,ROUTINE,sa09d43054241,train
kw-000491,Avuga ko umwana yabaye igikendera kandi nyina akabona amaraso muri pampers.,kinyarwanda,URGENT,scbd052284d9a,train
kw-000494,Yaje kubaza niba kongera guha umwana umuti w'inkorora ari byiza.,kinyarwanda,ROUTINE,s5869a264edbd,train
kw-000495,Avuga ko igikomere kiri ku mutwe kandi amaraso akaba atahagarara.,kinyarwanda,CRITICAL,s928e48a62cf8,train
kw-000498,Umwana asinzira cyane mu buryo budasanzwe kandi kubyuka bikamugora.,kinyarwanda,CRITICAL,s94d3f68b157e,train
kw-000499,Avuga ko amaze kugira ububabare mu gituza ariko akeka ko ari mu nda.,kinyarwanda,URGENT,sf9d9bbebcb91,train
kw-000500,Yaje kubaza ibijyanye n'ikarita y'ubwishingizi bw'ubuzima y'umubyeyi ugeze mu zabukuru.,kinyarwanda,ROUTINE,s1fdc8cae5982,train
kw-000501,Avuga ko umwana yarumwe n'udukoko kandi ku kuboko hakaba hari umurongo utukura ugenda ukwira.,kinyarwanda,URGENT,sf3129e7f9d0d,train
kw-000502,Yabwiwe ko afite ikibazo cy'impyiko kandi abaza niba agishobora gukora ubuhinzi.,kinyarwanda,ROUTINE,sf1ec59cb0f61,train
kw-000504,Umugore avuga ko afite umunuko umutera isoni.,kinyarwanda,ROUTINE,s223c09431a71,train
kw-000505,Avuga ko adashobora kunama ivi kuva yamaze umunsi wose apfukamye mu murima.,kinyarwanda,ROUTINE,se33c1fdb345c,train
kw-000507,Avuga ko imiti ye yibwe hamwe n'isakoshi ye.,kinyarwanda,ROUTINE,s38b595741bcf,train
kw-000509,Avuga ko amaso y'umwana ajya hejuru iyo afite umuriro.,kinyarwanda,URGENT,s2409e328e039,train
kw-000510,Umugabo avuga ko amaze igihe adashobora kubyara umwana kandi ashaka kwisuzumisha.,kinyarwanda,ROUTINE,s0233ac528a54,train
kw-000511,Avuga ko agira umutwe kandi akabona ibicucu mu maso igihe atwite.,kinyarwanda,CRITICAL,s22f0513f3a3d,train
kw-000513,Avuga ko igikomere cyatewe n'imbwa hashize ibyumweru bitatu kandi atarakitaho.,kinyarwanda,URGENT,s6558cd298e95,train
