concept_id,domain,proposed_urgency,english_gloss,person,person_note,form,your_phrasing,second_phrasing_optional,notes
OB10,obstetric,URGENT,persistent vomiting in pregnancy,third,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,,
PA01,paediatric,CRITICAL,child convulsing,first,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA01,paediatric,CRITICAL,child convulsing,third,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA04,paediatric,CRITICAL,child breathing fast with chest indrawing,first,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA04,paediatric,CRITICAL,child breathing fast with chest indrawing,third,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
EX43,paediatric,URGENT,existing concept — your first-pass phrasing is on one of these two rows,first,usually third (the parent speaks); write first only if an older child would say it,,,,
EX43,paediatric,URGENT,existing concept — your first-pass phrasing is on one of these two rows,third,usually third (the parent speaks); write first only if an older child would say it,,,,
PA05,paediatric,URGENT,child with diarrhoea and sunken eyes,first,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA05,paediatric,URGENT,child with diarrhoea and sunken eyes,third,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA06,paediatric,URGENT,child with fever and rash,first,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA06,paediatric,URGENT,child with fever and rash,third,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA09,paediatric,ROUTINE,child growth monitoring visit,first,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA09,paediatric,ROUTINE,child growth monitoring visit,third,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA10,paediatric,ROUTINE,child due for vaccination,first,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PA10,paediatric,ROUTINE,child due for vaccination,third,usually third (the parent speaks); write first only if an older child would say it,utterance,,,
PR01,preventive,URGENT,household contact of a TB patient,first,,utterance,,,
PR01,preventive,URGENT,household contact of a TB patient,third,,utterance,,,
EX44,preventive,ROUTINE,existing concept — your first-pass phrasing is on one of these two rows,first,,,,,
EX44,preventive,ROUTINE,existing concept — your first-pass phrasing is on one of these two rows,third,,,,,
EX46,preventive,ROUTINE,existing concept — your first-pass phrasing is on one of these two rows,first,,,,,
EX46,preventive,ROUTINE,existing concept — your first-pass phrasing is on one of these two rows,third,,,,,
EX47,preventive,ROUTINE,existing concept — your first-pass phrasing is on one of these two rows,first,,,,,
EX47,preventive,ROUTINE,existing concept — your first-pass phrasing is on one of these two rows,third,,,,,
PR02,preventive,ROUTINE,family planning advice,first,,utterance,,,
PR02,preventive,ROUTINE,family planning advice,third,,utterance,,,
PR05,preventive,ROUTINE,first antenatal booking visit,first,,utterance,,,
PR05,preventive,ROUTINE,first antenatal booking visit,third,,utterance,,,
PR06,preventive,ROUTINE,blood pressure screening,first,,utterance,,,
PR06,preventive,ROUTINE,blood pressure screening,third,,utterance,,,
PR07,preventive,ROUTINE,cervical screening appointment,first,,utterance,,,
PR07,preventive,ROUTINE,cervical screening appointment,third,,utterance,,,
PR10,preventive,ROUTINE,advice on safe drinking water,first,,utterance,,,
PR10,preventive,ROUTINE,advice on safe drinking water,third,,utterance,,,
