concept_id,person,suggested_french,candidate_origin,verdict_fidelity,confidence,form,hold,suggestion_note
HT03,first,,,,,,yes,"HELD, and the hold transfers unchanged. The Kinyarwanda reason is clinical, not lexical: whether a patient confused enough to be triaged this way can report their own confusion is rule 11's question, and it is the same question in French. Sheet draft D098 is left in place as the record of what is not accepted."
HT03,third,"{REL} a recu un coup a la tete et, depuis, vomit et n'a plus les idees claires.",new_draft,ok,medium,utterance,,"Drafted while the first stays held — an observer reporting confusion has none of the first person's problem, the same split English made here and at NE06 and CC01/CC02. FR-1 RULING WITH THREE MORE USES: 'confus' inflects, so it cannot sit in a {REL} phrase. The replacement is either the noun 'de la confusion' or the idiom 'ne plus avoir les idees claires'; the idiom is the better patient register and is used here, at NE06 and at CC02."
HT04,first,J'ai une brulure sur une grande partie du corps.,new_draft,ok,medium,utterance,,"Sheet draft D100, subject folded in. 'brulure' is a noun, so nothing agrees."
HT04,third,{REL} a une brulure sur une grande partie du corps.,new_draft,ok,medium,utterance,,
HT05,first,"J'ai fait une chute et ma jambe est tordue, mais je ne crois pas qu'elle soit cassee.",new_draft,ok,medium,utterance,,"HOLD LIFTED BECAUSE THE SPEAKER AUTHORED IT ON 2026-09-05, not because French found a way round the block. The English brief still holds both HT05 rows and still says 'arm'; it is the stale record here. Three things follow the speaker's 'Naguye, ukuguru kuragoramye ariko sinumva ko kuvunitse.' rather than the English or sheet draft D102. It is the LEG, not the arm — the gloss says 'limb' and the speaker chose the leg. The phrase DISCLAIMS THE FRACTURE inside itself, which is rule 11's axis stated in Kinyarwanda: deformity is what a patient perceives, a fracture is the diagnosis. And 'chute' rather than 'je suis tombe' keeps it FR-1 clean, while 'tordue' and 'cassee' agree with 'jambe', a fixed feminine."
HT05,third,"{REL} a fait une chute et sa jambe est tordue, mais elle ne semble pas cassee.",new_draft,ok,medium,utterance,,"The Kinyarwanda third is not authored yet; drafted from the speaker's first, as English did before the first existed. 'sa jambe' is FR-2 and both participles agree with 'jambe'."
HT07,first,Je me suis fait mordre par un serpent.,new_draft,ok,medium,utterance,,"FR-1 REDRAFT, and the interesting one. Sheet draft D106 was 'mordu par un serpent' — masculine. The obvious repairs do not work: 'un serpent m'a mordu' agrees with the preceding direct object, and 'j'ai ete mordu' agrees with the subject, so both reintroduce the defect. 'se faire + infinitif' leaves the participle INVARIABLE and is ordinary patient speech. Worth keeping as the pattern for any passive-shaped event in this corpus."
HT07,third,{REL} s'est fait mordre par un serpent.,new_draft,ok,medium,utterance,,Same invariable 'fait'; one sentence covers all eight relations.
HT08,first,J'ai une petite coupure et le saignement s'est arrete.,new_draft,ok,medium,utterance,,"Sheet draft D108 said 'qui ne saigne plus'; the speaker's 'amaraso yarahagaze' says the bleeding HAS STOPPED, which is the same claim more directly, and the English says it that way too. 's'est arrete' agrees with 'le saignement'."
HT08,third,{REL} a une petite coupure et le saignement s'est arrete.,new_draft,ok,medium,utterance,,
