concept_id,person,suggested_french,candidate_origin,verdict_fidelity,confidence,form,hold,suggestion_note
IF02,first,J'ai une forte fievre et j'ai fait une crise.,new_draft,ok,medium,utterance,,Sheet draft D066 said 'puis des convulsions'; the speaker's 'nagagaye' is the plainer verb and 'faire une crise' is its ordinary French register (rule 1). 'fait' takes no agreement here — the direct object follows it.
IF02,third,{REL} a une forte fievre et a fait une crise.,new_draft,ok,medium,utterance,,
IF03,first,J'ai de la fievre et je ne peux rien boire.,new_draft,ok,medium,utterance,,"HOLD LIFTED, same ground as IF01: the Kinyarwanda block was the precision of an unvalidated draft, not the concept, which is an IMCI general danger sign."
IF03,third,{REL} a de la fievre et ne peut rien boire.,new_draft,ok,medium,utterance,,
IF04,first,"J'ai de la fievre, des frissons et des sueurs depuis plusieurs jours.",new_draft,ok,medium,utterance,,"HOLD LIFTED: 'nkabira ibyuya' for sweating is the unvalidated Kinyarwanda word, and French has no equivalent doubt. 'depuis plusieurs jours' rather than sheet draft D070's 'depuis trois jours', because the gloss says 'for days' and a specific count would be a claim neither the gloss nor the speaker makes. Carries its own duration; ONSET collision list."
IF04,third,"{REL} a de la fievre, des frissons et des sueurs depuis plusieurs jours.",new_draft,ok,medium,utterance,,
IF05,first,J'ai de la fievre et une eruption sur tout le corps.,new_draft,ok,medium,utterance,,"This concept absorbed BOTH EX42 and PA06 on 2026-09-05, so it is now the corpus's only measles row and there is deliberately no paediatric measles concept. The cost is relation coverage, not a sign: child measles is five of this row's eight relations rather than a concept of its own. No second phrasing is proposed — the Kinyarwanda slot is empty and both dropped wordings are reserved by the collapse ruling."
IF05,third,{REL} a de la fievre et une eruption sur tout le corps.,new_draft,ok,medium,utterance,,
IF06,first,J'ai de la fievre et ca me brule quand j'urine.,new_draft,ok,medium,utterance,,"HOLD LIFTED: the Kinyarwanda block was 'iyo nihagarika', unvalidated and possibly the wrong register. French has ordinary patient wording for dysuria."
IF06,third,{REL} a de la fievre et se plaint de brulures en urinant.,new_draft,ok,medium,utterance,,"FR-1, FOURTH SUB-CASE: a subordinate clause needs a subject pronoun, and 'quand il urine' / 'quand elle urine' forces a gender for a {REL} spanning both. English answers this with 'says it burns when they pass urine'; French cannot. Rewritten with a noun complement, 'se plaint de brulures en urinant', which needs no pronoun and is the better patient register anyway. It also keeps the reporting verb English introduced for subjective symptoms a third person cannot observe."
