concept_id,person,suggested_french,candidate_origin,verdict_fidelity,confidence,form,hold,suggestion_note
CR06,first,Je tousse depuis plus de deux semaines et je perds du poids.,new_draft,ok,medium,utterance,,"Carries its own duration, so it joins EX12 and GI06 on the ONSET collision list — the slot appends a second 'depuis ...'. The duration cannot be dropped: it is the axis against an ordinary cough. Identical collision in Kinyarwanda and English; now measured in a third language."
CR06,third,{REL} tousse depuis plus de deux semaines et perd du poids.,new_draft,ok,medium,utterance,,
CR07,first,Je tousse un peu mais je n'ai pas de fievre.,new_draft,ok,medium,utterance,,"Sheet draft D062 carried 'depuis quelques jours', which the ONSET slot also supplies and which 'Nkorora gake ariko nta muriro mfite.' does not claim. Dropped. NOT given EX30's French as a second phrasing: EX30's v1 text is the RUNNY NOSE, and under the documented concept rotation that text belongs to EX31, where it is used."
CR07,third,{REL} tousse un peu mais n'a pas de fievre.,new_draft,ok,medium,utterance,,
EX01,first,J'ai tres mal a la poitrine et je ne peux pas bien respirer.,new_draft,unverified: no gloss,medium,utterance,,v1 French was 'une douleur thoracique severe et je ne peux pas respirer'. 'Douleur thoracique' is clinician register in a corpus of patient speech (rule 1) and the speaker's 'mu gituza harandya cyane' is plain. Reworded as an utterance and down-registered; the claim is unchanged.
EX01,third,{REL} a tres mal a la poitrine et ne peut pas bien respirer.,new_draft,unverified: no gloss,medium,utterance,,
EX02,first,J'ai beaucoup de mal a respirer.,new_draft,unverified: no gloss,medium,utterance,,"v1 'de grandes difficultes a respirer', folded into an utterance and down-registered."
EX02,third,{REL} a beaucoup de mal a respirer.,new_draft,unverified: no gloss,medium,utterance,,
EX03,first,"Mon coeur bat tres vite, comme s'il allait s'arreter.",new_draft,unverified: no gloss,medium,utterance,,"v1 text with the subject folded in. The body part is the subject, matching 'umutima uratera cyane'."
EX03,third,"Le coeur de {REL} bat tres vite, comme s'il allait s'arreter.",new_draft,unverified: no gloss,medium,utterance,,"Mirrors '{REL} umutima we utera cyane' — the speaker's possessor construction, and FR-1 safe for the same reason CR03 third is."
EX04,first,J'ai du mal a respirer et mes levres ont change de couleur.,new_draft,unverified: no gloss,medium,utterance,,"PARITY CORRECTION, owed and now paid. v1 French was 'du mal a respirer et les levres BLEUES'. v1-cross-language-parity.md lists EX04 among seven positions where en/fr/sw claim more than the Kinyarwanda, records that the Kinyarwanda is now settled on 'ibara' (colour) in BOTH persons, and says in as many words that 'French and Swahili need the same'. Done here. It also does the separating work: CR03 is the concept that owns 'blue', and before this the French of EX04 and CR03 both said it."
EX04,third,{REL} a du mal a respirer et ses levres ont change de couleur.,new_draft,unverified: no gloss,medium,utterance,,"'ses levres' — FR-2: the possessive agrees with the possessed noun, so no gender ruling is needed here at all. This is the row where English had to invent singular 'their' and French simply does not."
EX05,first,J'ai une douleur ecrasante dans la poitrine et elle descend dans le bras.,new_draft,unverified: no gloss,medium,utterance,,"KEPT 'ecrasante', AND THE MEASUREMENT IS NARROWER THAN THE FIRST DRAFT OF THIS NOTE CLAIMED. CR01/EX05 are the only pair in the corpus with a recorded distinguishing axis — jaw-or-arm against arm alone — so they must not land in one phrase group. Run through the real splitter rule, the union is one wording away rather than already present: v1-faithful EX05 ('...qui va vers le bras') joins a CR01 phrased in parallel ('...qui va vers la machoire ou vers le bras'), and does NOT join sheet draft D050's 'qui monte vers'. Two independent things keep the drafted pair apart — this row says 'et elle descend' rather than 'qui va', and CR01 opens on 'lourde' rather than on 'une douleur ecrasante'. Either alone suffices; both are kept because of what this pair is. The 'lourde' choice stands on its own ground anyway: it is the speaker's own lexical separation, 'igituza kimuremereye' against 'harandya cyane'."
EX05,third,{REL} a une douleur ecrasante dans la poitrine et elle descend dans le bras.,new_draft,unverified: no gloss,medium,utterance,,
EX06,first,Je tousse beaucoup et j'ai du mal a respirer.,new_draft,unverified: no gloss,medium,utterance,,"v1 'une mauvaise toux et du mal a respirer', folded into an utterance."
EX06,third,{REL} tousse beaucoup et a du mal a respirer.,new_draft,unverified: no gloss,medium,utterance,,
EX07,first,"Quand je respire a fond, j'ai mal a la poitrine.",new_draft,unverified: no gloss,medium,utterance,,"v1 'une douleur a la poitrine en respirant fort', restructured to the speaker's 'iyo mpumetse cyane' conditional."
EX07,third,"Quand {REL} respire a fond, sa poitrine lui fait mal.",new_draft,unverified: no gloss,medium,utterance,,"'lui' is INVARIABLE in French — the indirect-object pronoun carries no gender — so the construction English had to solve with singular 'their' costs French nothing. Second place in this domain where French is freer than English, and the first where it is freer than Kinyarwanda, whose third here needs 'hamubabaza'."
