concept_id,person,suggested_french,candidate_origin,verdict_fidelity,confidence,form,hold,suggestion_note
PR03,first,Je voudrais faire un test de depistage du VIH.,new_draft,ok,medium,utterance,,"Sheet draft D170, subject already present, terminal stop added."
PR03,third,{REL} voudrait faire un test de depistage du VIH.,new_draft,ok,medium,utterance,,HOUSEHOLD_RELATIONS — group D.
PR04,first,Je viens chercher une moustiquaire.,new_draft,ok,medium,utterance,,
PR04,third,{REL} vient chercher une moustiquaire.,new_draft,ok,medium,utterance,,HOUSEHOLD_RELATIONS.
PR05,first,Je suis enceinte et je voudrais faire ma premiere consultation prenatale.,new_draft,ok,medium,utterance,,"Sheet draft D174 was only 'ma premiere consultation prenatale' and dropped the pregnancy, which the speaker's 'Ndatwite kandi ndashaka kwisuzumisha kwa muganga bwa mbere.' states first. Restored. 'enceinte' HAS NO MASCULINE and that is correct here, not an FR-1 defect: this is the one place in the corpus where the speaker's gender is known. PR05 is why the FR-1 exemption is keyed on the relation set as well as the domain — it is a PREVENTIVE concept ruled OBSTETRIC_RELATIONS, so a domain-only exemption would have flagged this row."
PR05,third,{REL} est enceinte et voudrait faire sa premiere consultation prenatale.,new_draft,ok,medium,utterance,,"OBSTETRIC_RELATIONS by an explicit ruling, so without it this preventive row would take the domain default of all eight and generate 'Mon mari est enceinte'. The set is uniformly feminine once 'Ma voisine' resolves the neighbour, which is what makes 'enceinte' safe across all four expansions."
PR06,first,Je voudrais faire verifier ma tension.,new_draft,ok,medium,utterance,,"Third is applies=no. PR06 was the last relation-ruling gap on the Kinyarwanda side and it resolved to NO_RELATIONS, superseding an earlier prose line that said adult relations."
PR07,first,Je voudrais faire le depistage du cancer du col de l'uterus.,new_draft,ok,medium,utterance,,"THE SHORT FORM IS KEPT, AND FRENCH INHERITS NONE OF THE CONSTRAINT THAT PRODUCED IT. The speaker wrote 'Ndashaka kwisuzumisha kanseri y'inkondo y'umura' rather than the longer 'go to the doctor to be checked for X' frame, because that frame shares 40 characters with CC09 and CC10 and would have grouped all three. The French 'je voudrais venir pour...' frame does NOT group them — measured, no union in either direction — so the short form here is a register choice rather than a forced one. It is also the better register, so nothing is lost by matching the speaker."
PR08,first,Je voudrais des conseils sur l'alimentation de mon jeune enfant.,new_draft,ok,medium,utterance,,"Rule 12: beneficiary and requester differ, so first person is the carer."
PR08,third,{REL} voudrait des conseils sur l'alimentation de son jeune enfant.,new_draft,ok,medium,utterance,,"ADULT_RELATIONS, group A. The child stays lexical."
PR09,first,Je voudrais un vermifuge pour mon enfant.,new_draft,ok,medium,utterance,,"ONE PLACE FRENCH IS SIMPLY UNPROBLEMATIC, recorded because most of this arm's notes run the other way. The Kinyarwanda needs a disambiguator here: 'inzoka' means both snake and worm, and this row uses the possessive to force the worm reading where HT07 used the verb '-rumwe'. 'Vermifuge' has no such ambiguity and needs no work."
PR09,third,{REL} voudrait un vermifuge pour son enfant.,new_draft,ok,medium,utterance,,"ADULT_RELATIONS. 'Ma grand-mere voudrait un vermifuge pour son enfant' is the presentation the set was widened to include — though see the flag list: whether the grandmother's 'son enfant' reads as her grandchild is a question for a French speaker, and the Kinyarwanda has 'umwana we' doing the same work."
PR10,first,Je voudrais des conseils pour rendre l'eau de boisson potable.,new_draft,ok,medium,utterance,,
PR10,third,{REL} voudrait des conseils pour rendre l'eau de boisson potable.,new_draft,ok,medium,utterance,,"HOUSEHOLD_RELATIONS, group D. English says 'their drinking water' and French says 'l'eau de boisson' with no possessive at all, which is the natural form and sidesteps the question English had to answer."
