concept_id,person,suggested_french,candidate_origin,verdict_fidelity,confidence,form,hold,suggestion_note
OB09,first,Je suis enceinte et j'ai de la fievre.,new_draft,ok,medium,utterance,,"THE REWORD THAT MOTIVATED THIS ROW NO LONGER EXISTS, and it is worth saying so rather than inheriting its shape. OB09's Kinyarwanda was once reworded to avoid a prefix union with the other 'Ndatwite kandi' rows, and PREFIX_UNION_CHARS was then removed from the splitter, which left the reword unmotivated. Six French obstetric firsts now open 'Je suis enceinte et' or 'Je suis enceinte,'; under the ordered-subsequence rule that replaced the prefix rule, none of them joins another. Measured across the whole inventory, not assumed."
OB09,third,{REL} est enceinte et elle a de la fievre.,new_draft,ok,medium,utterance,,
OB10,first,Je suis enceinte et je vomis tout ce que je mange.,new_draft,ok,medium,utterance,,"Checked against GI01, which is the same vomiting claim without the pregnancy: no union in either direction."
OB10,third,{REL} est enceinte et elle vomit tout ce qu'elle mange.,new_draft,ok,medium,utterance,,"THE RELATIVE CLAUSE SURVIVES HERE AND IT DID NOT AT GI01, which is the clearest single illustration of what FR-1 costs. GI01's third had to become 'toute la nourriture' because 'tout ce qu'il mange' forces a gender across a mixed relation set. Here the set is uniformly feminine, so 'tout ce qu'elle mange' is exact and the speaker's construction is preserved. Same clause, two different relation sets, two different outcomes."
OB11,first,Je suis enceinte et je voudrais venir pour ma consultation.,new_draft,ok,medium,utterance,,"Rule 12's ordinary case: beneficiary and requester are the same person, so a first person is unremarkable."
OB11,third,{REL} est enceinte et elle voudrait venir pour sa consultation.,new_draft,ok,medium,utterance,,"Ruled OBSTETRIC_RELATIONS. Checked against CC09 and CC10, the other two routine check-up requests: no union."
OB12,first,Je voudrais des conseils pour allaiter mon bebe.,new_draft,ok,medium,utterance,,"One of four 'Je voudrais des conseils ...' rows — with EX47, PR08 and PR10 — and the cluster was checked pairwise through the splitter rule rather than by eye. No union."
OB12,third,{REL} voudrait des conseils pour allaiter son bebe.,new_draft,ok,medium,utterance,,"HOLD LIFTED BY A RULING THE ENGLISH ARM MADE, mirrored here and still pending on the Kinyarwanda side. The spine holds this row because 'Mama' is flagged and not decided: with the mother substituted, the sentence says the speaker's own mother has recently delivered. The English pass ruled OBSTETRIC_RELATIONS_NO_MOTHER, which is a ruling about the CONCEPT and so transfers; french_relations.py derives the French set from the obstetric four rather than retyping it. It is in PENDING_RULINGS in both language files and belongs in routine_relation_sets.csv, which neither arm may edit."
OB13,first,,,,,,yes,"NOT DRAFTED, ON THE SPEAKER'S RULING — AND FRENCH IS EVIDENCE ON THE QUESTION THAT RULING LEFT OPEN. OB13 was opened on 2026-09-05 to hold 'reduced fetal movement' when OB06 was re-ruled to fetal demise, so that the actionable half of the old concept did not vanish silently: a mother who notices less movement can be seen in time, a demise cannot. It has no phrase and is NOT awaiting one; the speaker reports Kinyarwanda has no natural expression for it, and the recorded instruction is do not draft. Respected here. BUT THE OPEN QUESTION IS 'does this presentation need to exist in the corpus if no natural Kinyarwanda phrase expresses it', and the French answer to the lexical half is that French expresses it perfectly ordinarily — 'le bebe bouge moins que d'habitude'. So the premise is Kinyarwanda-specific, and a corpus that drafts it in French and not in Kinyarwanda would be the EX43 divergence at its maximum: a concept present in one language and absent in another. Recorded rather than acted on. This is the sharpest case in the arm of the wording-gap against content-gap distinction NE05 introduced, and it runs the other way — here the gap decides whether the concept survives at all."
OB13,third,,,,,,yes,"Held with the first. Also pinned out of generation in the target arithmetic, subtracted as a concept exactly as PR02 is."
